tagging,cleaned_comments
0,last receive text message
0,he like curse r he like drug r youll get addicted lover wan na get he holdin r r sing babe
0,last event dressed
0,ostratrich
0,justin bieber channing tatum haha yumm
0,nahhh
0,chinese people get english saying tattooed body
0,ignore comment people send everyone know dont fake want like youre pretty know im jealous cousin
0,garden
0,would describe style
0,scream rollercoasters
0,dry erase
0,likee chick
0,filipinaor foreigner
0,able act like around people girlfriend
0,timmeh
0,humming bird hum dont know word
0,yo yo yo whaaa chuuu doooinnn guuurrrrrrlllll
0,dont one
0,hahahah love bio oh oh oh question cant people spell vv
0,someone mind right
0,put crutons air tight sealed bag piece stale bread begin right
0,loveeeee chocolate man lmao 3
0,would found wallet nextdoor neighbor hated
0,ever physically abused
0,yes
0,people keep talking page
0,night 4shuree
0,fav song girly umm amp running atm lot hbu
0,tan
0,current worry
0,ummmm people tell dont really show alot people stuff
0,julia robert
0,possibly
0,okay
0,help lot people need
0,would ever consider dateing girl
0,favorite daytime talk show host
0,dont care
0,empty
0,nahh
0,isnt mouse flavoured cat food
0,able fly would time hahahha
0,lol wowit dnt mata wat ya guna mi
0,iloveeyou
0,panama city fl
0,ahaha hii ceara
0,really cute
0,bestest
0,well real meaning female dog ahhahar would define asr inconsiderate person doesnt care people think hurt another person feeling someone usually insecure put people make feel better one self hahaha
0,whats longest youve ever gone without bath shower
0,paris hilton
0,could ever shoot someone trying kill
0,nicoooo okaywelllllll bye
0,repeat question
0,hi u haha
0,hahhahaha
0,reject shoplol joking ummmm supre possibly dont lol
0,yes suppose
0,professor giliganaposs island make radio coconut canapost fix hole boat
0,well know
0,hmmmmy first
0,like yur bg
0,thats funny nothing yet im hungry mention
0,duo
0,empty
0,eating anything right
0,yeah dont understand people dont tell others kind stuff drive crazy everyone would want someone tell happening
0,whats something youd change urself
0,snobby small minded people live everywhere way way texas soo yeahhh
0,tvu watch stuff thats tv computer
0,ashlee 13 florida 7th
0,guess ha
0,jansport
0,computer dumb sometimes yup like 110 well cause didnt get weekendhaha
0,make much fun
0,never called
0,yes coming back class haha
0,lie alot
0,would bury hidden treasure
0,tonn dont think bf hug enough sometimes
0,yes
0,hmmmmmmmmmmmmmmmmmmmmmm
0,anything weird
0,yes much lol
0,u 30 millon would u firstr
0,yu tld lmfao lykk yestadayy
0,hippi van
0,empty
0,okay thankyou great help
0,going go bed still ahve alot stuff mind ehhh well goodday 3 leave thing
0,two place
0,yea sister
0,movie know every line
0,whats thought fighting
0,maker friendster us facebook
0,1995 haha bornwas year dohi didnt 2 anything haha
0,robin batman thought robin best thought star hahah favorite power hmmwell guess spidermans power sick haha
0,ever itellyouthatcom go tell something world
0,would rather famous musician famous actor
0,would ever want famous
0,would like go space
0,ever ridden taxi
0,lookkk meahh upp alexis nicole hodnett3
0,im first gladly love himr hard get always better
0,many suitcase
0,dina
0,meowww
0,large
0,blah
0,short stack lol lot ppl asking question 4 lol
0,havent dinner yet
0,often year perhaps hit hard get sick
0,chicken hamburger
0,who coolest person know
0,game think maybe head seven haha used watch people shoe
0,type tomato used p
0,love youuu moreee333 haha
0,uranus hahahahhahahahha crack pluto definantly one thats planet moon time thats soo
0,would probably try 2050965967 way stop ninja protest would disapointed whoever didnt try
0,want ask something inappropriate
0,reow
0,really
0,last time went circus
0,naw imean foreal
0,people really still think tabi fake go look dang myspace
0,helping someone without knowing
0,yes
0,ur butiful babe wish waz urz
0,fun summer plan
0,ooo guess youre quick
0,ever texted drove talk phone drive eat drive
0,pair dice
0,tabi feel bad bitchy girl keep saying shit even knew would moddest girl ever met
0,ahhh love em would go justin bieber well im older perfer
0,haha many people hating formspring
0,lol funny kidd know
0,others
0,synonym book p
0,sometimes theyre trying gangsta ignorant
0,house
0,waldo helga nahh jk guyslucas casey mclaine gabe jack dakota jake nathan girl maddie cassie nicky
0,want get married
0,holiday closest birthday
0,sleep closet door open closed
0,yes
0,shizz lady
0,im aware
0,fist fight im lover fighter ha
0,think raising next generation right
0,yeah met show got free shirt
0,help environment
0,lyke gurlz
0,idk dont get yes get kissing saliva juice transferring another person infection herpes
0,thanks
0,would somehow caught std
0,yes many time p ha
0,passionate belief
0,empty
0,like shaun diviney
0,ummm mrh nope lol
0,love
0,got lol dont like far
0,hell
0,bf
0,eat lot
0,lol idk thoo kim better body buhht ugh geez idk x
0,done something bad today
0,like many song favorite
0,express anger
0,nope bhut bf doesnt mean world end guess im waiting 4 1 ya kno hbu mama
0,hey youre amazing nice sweet girlpretty
0,nope wish bhut hey might someday rite hahahbu
0,think spiderman without tobey
0,swedish fish ampamp reeeeses yum
0,yes karma always nice
0,good hungry actually
0,within week two depends say happened
0,given chance would like come back ghost
0,graveyard muuuuahhhahaha
0,ahhh true true plus play music xd
0,anything make sick smelling
0,yup yup
0,music listening today
0,yes camera
0,kid refuse sleep nap time guilty resisting rest
0,yeah made first one forgot password haha make new one sucked least farely new teaachgee right one
0,couple really like beer haha p hard liqour
0,something regretted done
0,ever go bird watching
0,universe everything scientist say universe expanding think expanding
0,nashionality
0,nahh
0,yeah really hard get shit like every ither day like seriously piss like yesturday wouldnt give 2 fuck everything im going thru right like wtf
0,actually kid wanted guess grow im going lol hard question 2 answer
0,somet
0,dont mind household chore actually guess id say dusting dont enjoy ha
0,people youtube subscribe always watch vids
0,talking shira france hard keep playa playaa lol
0,okaydokay
0,zodiac sign
0,sometimes
0,yeah
0,lmfao wtf yew tell mi
0,really like meeting new people
0,cause much drama
0,alexisnicolehodnett besttestt frann3 iloveyouu lexiflagss
0,last snow season
0,dont hate people lie coming
0,boiled egg hahaha
0,lol gurl ikan anythang
0,okay im super glad asked question common misconception hiccup supposed hold breath reason hiccup first place lack oxygen usual hold breath till face turn blue still keep holding isnt make go away deep breath take holding breath r r relieve hiccup hold breath haha take bigger breath afterward
0,complete silence darkness
0,2
0,like justin bieber
0,lol im telling yew
0,told partner past relationship
0,kkkkk
0,church camp fun got kicked
0,consider good dancer
0,thank 3
0,beast
0,ever lost something really important spent hour looking
0,past couple day
0,yes
0,empty
0,anyone someone particular
0,yes weird sometimes dream weird haha
0,im fucking prostitute lol dont want money maybe tell might ill let know answer
0,spontaeity hahaha even though wish could say stability
0,annoyed lol
0,yes
0,would child killer
0,someone would give money
0,fav show child
0,iilooveeyouuampampmiss alexiss
0,access time machine would first place travel
0,idk dont starbucks
0,choose one ear wouldnt loose hearing noone would see defect losing part body would cover hair
0,mmmhm
0,haha know tried make really obvious youu lol
0,would rather famous musician famous actor
0,nahh im normal bitch p love tooamp ehh give upp
0,yes got swollen red blahhh lol
0,really wan na talk text like real dont playing game come say fuck cause getting annoying
0,hmmm he
0,describe first real date
0,motto
0,friendsbut nothing doesnt like like
0,moment haha honest im current quite bit stress
0,tall
0,lol nigga think u rap
0,crop circle square
0,hmmdepended much time happened im life currently would buy used car bf pay rest rent year hahaha
0,yes dont like crazy fear thinking one time eye stuck like lf satisfied knowing last time hahaha im weirdo ya never know ya know
0,idk people nothing else concern pick apart people way take attention flaw believe
0,sometimes finish someone el sentence
0,lols wow wa ur easter
0,know right
0,lol funny shit huh
0,yes sure hope feel like work brain make think
0,excited right
0,mall bih
0,hahahahahaahahahahahahhhahaha r everyone think
0,hmmm fruit kind fruit
0,okay cool
0,drive
0,ever since jordin albertsons like deleted formspring something mean comment stopped haha
0,say ill back got ta get corona bahaha jk favorite drink dr pepper
0,old zealand
0,lied
0,empty
0,stubborn
0,emotionally detached yes society cold
0,bird watch actually
0,ummmm bathroom shower oo like shower
0,u masterbate
0,see halo
0,think adrianne torres
0,last time yelled
0,ever ice skating
0,yupz iparty nite nd day
0,know
0,hmm one stumperr guess would change sunshine like haha
0,whats favorite music video
0,wrote love note made smile every word wrote would
0,money grow tree bank branch
0,first
0,heyyy lexxxi yuu wannnaa llikkkee asskk meeh somee quesstionss onn myy formspringggg herrree
0,ever rude someone without even realizing
0,skip rock
0,sup
0,love dont much currently
0,hid
0,counrty
0,given chance take care monkey weekend would
0,show face
0,3
0,dont listen hater pretty
0,hmmmm
0,rawr
0,dread
0,sunny summer ahead u
0,go poly
0,haha think would impossible
0,hehe
0,often get hiccup
0,umm dallas texas haha idk im plain idk mwhaha
0,uhm actor get paied haha
0,thanks memo would reveal identity could continue conversation depth
0,well u say language coba tebak ini bahasa apa kamu ngerti ngga aku ngomong apa
0,love kryptonite anything think accomplish without human kind weakness being always
0,formspring say oops cant find yousorry would url correct
0,hey thankyou
0,jordin rudeo say mean thing
0,thanks yew
0,guy like robot chicken asked
0,tabi text
0,lil wayne
0,mahalo
0,love pizzar topping prefer
0,guess
0,one thing honestly could live without
0,want grasp big peach white nipple amp never let go
0,whats funnest place ever traveled
0,tell something youaposve achieved
0,hehe yup awesome pronunciation incredibly haaard
0,think could defend need
0,angel appears heaven offer lifetime supply alcoholic beverage choice quotbe brandspecificquot say man gon na say even donapost drink booze thereaposs something figure whataposs
0,hahahahahahahhahahahahahahahahahahhahahahahahahahahahahaahahhahaahhahahaahahahaaaaaa
0,rain doesnt bother im dressed somewhere important rain important
0,something cute haha kno well beamer dream car basically porshe
0,would willing become extremely ugly physically meant would live 1 000 year physical age chose
0,trick mind eye
0,idk cause great beat jim crack corn dont care jimmy crack corn dont care hahaha
0,torment isnt much style
0,get nervous alot people look
0,add u later
0,think u jack date
0,lmao wantt rub itt
0,shave
0,go back sleep hahaha
0,who favoroute bandr short stack omgr reallyr yes really tell
0,like clean
0,look right tell first thing see
0,old u
0,nooo unfortunately
0,people get smart attitude reason
0,lmao rite chea boo hehe
0,ever beaten
0,head soo ill say love
0,bald men wash head soap shampoo
0,nope
0,like
0,good change definantly timothy getting together really straightened
0,idk really
0,well today formspring usually facebook
0,look around see anyone im last one therepocket haha
0,reow
0,would able spend hour happy
0,like lady gaga
0,bother people curse
0,ariel definantly
0,hehe exactly
0,listen music feed newwest fishy cuddle boyfriend unless im happy go hang family always make happy hahhaha
0,phobia
0,omfg nooo wayyyy ughhh broookkkeeeee omfg im soo srry lmao lot pplz r frmh zew zealand lmao fukkinnn luvv yuhhhh hahaha
0,cuss alot
0,postman deliver mail
0,yep
0,think possible human sleep eye open
0,good question
0,vampire weekend
0,hi
0,2010
0,like week hahahaha
0,idgaf
0,goal year
0,many friend facebook
0,wish fit
0,kind mood
0,hmmmu makin hungry first ampamp dairy queen yumm
0,haha
0,timothy april mother chelsea amp loyal funny stressful partier amp intersting
0,heyyy abrilll iloveyhuuu3 muchooo
0,apple
0,nope tabitha jai locascio idk fake use live idaho moved texas
0,yes maam thank lady
0,whats ur favorite type cheeeeeeeese
0,watch gilmore girl
0,found suitcase full 1 000 000 would
0,opportunity movie actoractress would
0,anger greed
0,hahahaha yeahhhhhhhhhhhhhhhhh member makin cup cake like would text like hey day im like hi would talk min asudden id like wtf mind
0,haha brother think funny
0,would rather work large company small one
0,ive achieved alot recently surviving first year college
0,would fuck shaun diviney answer honestly
0,diz grul name kiya
0,nope
0,movie best soundtrack
0,nahh hadnt good
0,lol ya nigka
0,ill txt yhu ahah
0,wish hhhhhighhhhyeaaaahhhh
0,cooky
0,empty
0,embarrasing moment
0,yes fourleaf clover thing
0,good painter
0,yes
0,formspring far
0,hahaha hmmm im surreee
0,hmm havent seen anything crazy lately like uhhhh bed sleep sick sleep haha
0,bfg
0,hell yea ikan wham ta da left nd ta da rite bih ibe duining nite
0,ever asked someone date
0,empty
0,marryyyyy lol it yuhh boo hahaha noo durr suckkaaa nahhh loveee yuhhhh moooee
0,tell bra awsomeeeeeee best love youu
0,ever eaten crayon
0,hahaha dont sing lol srry im horrible btw dedicate quotsmilequot 2 yuh playing
0,well
0,arent u guy going
0,somewhere land living grow live self sustainable apart society
0,who best person talk online
0,spam ill return favor
0,love stalking kidding one person yeahhh
0,long formspring
0,grippos bomb diggiety
0,yeah would say
0,ehhh guess spiderman
0,love think dont care anymore
0,kaylas houseoh yer went lol jksily kayla lol
0,iwill
0,picky spelling grammar
0,who brunette act like blonde tyme
0,call would call huuuh ohky ill give hint160410 green dildo
0,question guy
0,smoking bother
0,hello
0,could change one thing world regardless guilt politics would
0,could anyone locked room could torment day would choose would torment
0,money root evil rule humanity hate money
0,middle name haejinr like think everyone nice everyone r two chicken pox scar shoulder amp one fingerr personally dubble bubble gum suck r enjoy paintingr could rollerblade 5 mile day still never get tired
0,beautiful smile great set
0,haha jk love tabi tried scare hahahhaa
0,well guess love youu whore
0,tabitha jai locascio love sooo much 3
0,excercise regularly often
0,best lil wayne song
0,haha yeah okay sound good sleep well
0,could fly wouldve gone __________
0,right father unmarried girlfriend want abortion
0,anything involves betty boop
0,quotviceversaquot dyslexic plain redundant
0,fuzzy logic tickle
0,way spelled sure
0,irresponsible correct think there time party time grow realize adult time party
0,flavor kool aid favorite
0,live china
0,would rather famous musician famous actor
0,would course current course didnt exist
0,yes
0,ew
0,hahahaha hmmmm thats sorta hard choose dont listen much
0,yes wan na read though
0,color leaf would like
0,yeah car
0,yes actually yearly female doc visit tuesday haha
0,hahahahhaahhahad ikrr im slow american wht say lmfaoo hahaha 333 aww hahaha
0,could change name anything want would call
0,vanilla
0,beetle taste like apple still like apple
0,would actually want live forever
0,consider animal lover
0,honestly think wake opening eye go thru rem cycle sleep
0,look like dat girl thats raven
0,lost bed sheet yo
0,like bodtf
0,whats weirdest thing youve ever eaten
0,made happy
0,aqree completely aboutt hello kitty
0,8th grade friday night football game first guy ever liked haha
0,papapapapa shore haha r like thing robot haha
0,awkward situation life
0,home alone hear someone trying break
0,eye reflected everything ever would look people eye
0,knowledge
0,youtube video made laugh recently
0,okayy
0,perfect lol suppose funny guypolite random spontaneous maybe night 70 club dress go dinner haha thatd fun
0,none left p
0,get along argumentative people
0,moved apartment one haha building 3
0,bad haha ive take 2 minute shower ugh challenge haha
0,never thought would friend ________
0,favorite color
0,name terrifying moment life far
0,nice
0,crack knuckle
0,uhhhhh omg taquisha lol
0,long gone bathing
0,italian french better sign language
0,oh gosh bavarian creme whipped creme kind chocolate icing top love thing
0,trying give advice
0,best job youve ever
0,could ask george w bush one question would
0,ya nd lmao wow ohkayso watz ya myspace
0,haha
0,would able make basic training military
0,awhh hahaha thanlyou
0,colour nail right
0,maybe
0,whats favorite holiday
0,success
0,annoying
0,y0 dk w0obbl3 n y0ur p
0,willow come lay child lake something thatd rad sweet
0,clue
0,nope dont lol expensive thing could put money toward
0,like blue cheese
0,best memory friend place
0,texas best state everything bigger better texas bahah
0,hmmdepends toe cutesied outfit usually sneaker
0,current worry
0,nooo id find interesting honest
0,empty
0,idk parent okay let restartmy mother relentless dad know quite well actually mother doesnt like thought mind using ha annoying hey like choose parent
0,mmm root beer haha fav drink eva pow
0,ever gotten fired job
0,pas time traveling car long amount time
0,duh im da freak da town
0,middle schoolemoprepjock etc ya know lol
0,night try get sleep leave thing thank 3
0,heart
0,best teacher youve ever
0,worst place youve traveled
0,first kiss
0,favourite ride amusement park
0,hahaha wht u tlkn bout girl
0,bounce immovable object p
0,ahaha yes course aint dat rite haha awesome tho bck lol jk
0,think
0,happiest moment life
0,word describes best
0,text mee
0,could eliminate one thing day bathroom never would
0,whats favorite tv show
0,kfc mashed potatoe bowl
0,empty
0,could invited one person birthday party whose would
0,totally fine dont worry
0,high heel
0,happiness always
0,smile ethnicity eye order least favorite feature would height forever wanted model america likeee 7 anorexic giraffe hahhaa
0,wrote please reply lol
0,certain people life certain worth prostiture killersect
0,wish
0,thank gurlboy really appreciate it33
0,wan na bestfriend last question spam back wan na lates
0,favorite song
0,favorite sesame street character
0,nope
0,report cheyenne real deal vvv btw cute jbatman
0,cheetos soo cheeseyyy
0,would ever long distance relationship
0,wtf v
0,pay phone bill
0,person want
0,dont believe would help
0,empty
0,haha ok itll secret
0,empty
0,lol ive collected sticker one fruit lol
0,joie beautifulllll
0,still think hot
0,ohhkayy first offf playin mean really nice person dnt kno like bhut u ask
0,take argue someone
0,empty
0,worm long would
0,time
0,spam 4 spam
0,play little guitar learning violin
0,lol
0,much hate f
0,oddest place shirt
0,haha yeah probably
0,ya ben
0,umm im sure lol check music none song lol none lol there ur answer ha wrote
0,fucking awesome
0,anonymous
0,corona 3 beer would answer
0,parent say quotnever take candy strangersquot celebrate halloween
0,bad world without bee would mean would die 5 yrsthats really bad r save bee
0,since want spam ill spam 10 q ok dont want ill unfollow hit quick
0,depends question really
0,lovee youu33
0,probably last week idaho alot fun
0,hahaha dont know think need research carrie underwood song go lol
0,whats song day
0,fascinates
0,lol youu already knoow
0,wellcurrently 654 love left work im formspring answering 38 question thank haha sup
0,hope youur telling lyric songg lmao
0,beautiful
0,ngg yuh knd got dat lil wayne thang gon 0n
0,idk haha
0,spring
0,yes
0,alien brain go figure haha
0,smell right
0,yew neva seen mi dik nd lol thankz
0,whwhwhwhoa slow huh mean blew death star fck fck fck fck fck fck who hell aluminum falcon
0,whats subject wish knew
0,im sure people find anyting talk everyone
0,often get sick
0,wow awesome questioni think best achievement would quotfinding amquot thats thee important33
0,nahh hate strong word
0,anyone sang song public describe
0,nope
0,gv3 m3 f3r0c0u dk
0,would rather swim pool ocean
0,guess
0,really like friendr complicated
0,sheep
0,long haha
0,hi name nico im total studd u2665
0,haha thanks hear bit
0,specific workout routineif keep shape mentally physically speaking
0,would harder tell someone love love back
0,hey let get drunk puke gut remember anything tomorrow headache kind girl r laugh everything reason random robot public social every aspect kind party girl
0,wait cheyenne sent request wait name tabitha r u fake
0,eat breakfast daily
0,jaybee got married kid actually think kid would cute saying
0,dont want date marry anyone
0,believe good awesome elaborate answer formspring didnt make show
0,want start anyone
0,earth people feeling way others react people bad day kid learning new thing time
0,wutt yu gawt pregnaant
0,hmmi dont think anyone
0,ajobbeing good pfffft
0,hahahahahahaha curse wish could yell ha love annnddd thankyou
0,show face
0,yes well noi guess everythings experience wouldnt learned time spent someone lol
0,yew boyfran
0,tv show wish would go air good
0,little ever go ahhh infront fan
0,nopee
0,people writing nice thing funny stuff lol
0,umm homeless guy blackberry haha
0,484 264 3364 call
0,discover beautiful island upon may build society make rule first rule put place
0,yes wouldnt hahahhaha
0,would ever drunk drive
0,feel right
0,whatre holding photo lol curious
0,ohio united state born louisiana
0,ily
0,who funniest person know
0,nahh
0,quotcelebratequot 420r lol
0,yes
0,love
0,haha umm thats outside people buy beauty skinny model inside store there shape beauty really inside inside doesnt sell
0,dont even want talk stress overrated dont like think
0,say believe earth actually end quote one favorite thoughtprovoking movie named donnie darko 2012 movie either youd see
0,show yuh hot azz tym kan doezz ne thang u want
0,eagle definantly
0,dont dream job anymore dont
0,ummm anonymoushaha
0,yew miss mhe lolss
0,many chair dining room table
0,fallopian tube
0,ummmmmmm im sure nicest ive tourn someone word pretty well thats worst
0,nope
0,unless im super active
0,think thanksgiving gift stress tons food everyone getting together hang thanking everything weve got love
0,hate
0,painful thing tell someone
0,give money charity one usually give
0,think horrible people forget thing like happened happened reason unbelievable im sure kid wanted attention acting insane way hard know really happened
0,didnt reallly get trouble much school got like 4 detention tardy morning hahaha bad
0,queensland
0,one thing love interest common
0,duhh im da onee dhatt typee likee dhatt
0,yes think
0,think happens missing sock disappear dryer
0,justin married divorsing mr anominous hahahahah probably creepy old man lady
0,yeh r right 1 bf
0,last time something slipped mouth word wise
0,would get mad sprayed shaving cream face would
0,make joke laugh
0,collected beanie baby younger loved case everything
0,sometimes
0,ya digg
0,cry often keep inside
0,think youre serious sarcastic
0,play trick people hahaha
0,yes blood always always
0,nope
0,musician
0,got ipod ipod dock clothes crap lol
0,kindest generous act youve ever done
0,big time texter
0,ever embarrassing moment school
0,umm idk
0,miley amp bieber
0,often day feel like everything go wrong
0,like ma homemade chicken noodle soup
0,wan na
0,king tut built pyrmids
0,bother people ask question answer bio
0,people really still think tabi fake go look dang myspace
0,dependss
0,thankyou
0,hoeishness lol um prob stupid bitch sin sinnedopppzz
0,naw
0,currently
0,spontaneity stability
0,jonas brother concert 81309 still love em bhut justin bieber thee shit
0,eye drive people use drug
0,jabbawockeez think
0,last made laugh
0,umm long time ago bhut like 5 6 haha cory
0,dove chocolate haha
0,lakerss bbbyyyyy3 2o1o3
0,nahhh
0,sorry funny quotplaya playaquot ahah p
0,ohkay wht shee didntt as butt whud kuute amp yall feelin eachothuh
0,mwahaha sweet thang love
0,reborn would want born
0,who famous person youve met
0,favorite snl saturday night live cast member ever
0,nah
0,yes
0,bother travesti immitate favorite singer
0,thought mother feed baby tiny little spoon fork wondered chinese mother use toothpick
0,serious fight
0,mind
0,mean like like
0,annoys living live
0,love adtr vvv theyre fav know every song heart
0,empty
0,well
0,doesnt
0,hand
0,im sorry like guy
0,haha thanks
0,ran worldwhat would like
0,doesnt really ask think doesnt want talk past know jist though
0,much
0,think could cause explode
0,feel hunch someone paying attention say
0,dont know top head
0,thats nice lol
0,beephello motoits teeannuhh u hav std
0,haha lmfao better thing
0,wink today
0,cool
0,time
0,mmmhm
0,yes
0,yes
0,yes
0,isnt lindsay bestd im sure love 10 different laugh haha love big booty hoe
0,craziest thing seen lately
0,like go rain
0,yes square alien came see u hahaha tractor would get creativeone two
0,debatable question
0,im nurse yet would say neverending need keep helping people average person could r maybe way make difference world someone life
0,wild flower 3
0,lemon hahaha
0,haha
0,french kissing france called kissing
0,knew someone going die would tell
0,kaylaif didntandy clemmensen haha
0,howu2019s mood today
0,um haha jks
0,doug
0,could change something would change
0,love april hahaha
0,yea tear water come together p
0,tabigale
0,think people curious world going end morbid
0,favorite radio station
0,child without worry everything awesome thing cute
0,ever think amazing song 80 90 something wonder would still big released first time
0,currently like frequency 949
0,idk yet prolly one cause boo wont cook anymore odd reason im sick wont eating usually lately havent ate much
0,lovee joiee3
0,audrey hepburn
0,sugary fast food bad effect health still eat dont
0,yes
0,would like birthday
0,spend 2 week time formspring
0,yes never find im looking day later find obvious spot ever
0,money
0,aleeeexisampamp3 wooah babyyyyy girl miss u alotta dunnt gotz phizzle p wee neeeeeeed 2 hang reeemembr whn went shoppn bahahaha u want bob marley thingys n rastaaa33 bahaha well quotone lovequot haaa andrea
0,dont feel theyre wayy many people world dont truly care hurt anothers feeling like make feel better themself reality theyre insecure something deal whether personally physically emotionallyjust happy doesnt mean try make others feel worse opinion know friendliness get slap face often pas haha
0,ever played candy man
0,nope
0,quit job year half kroger go girl vacation graduated panama city fl two day took money go fun
0,lmaoo
0,ever felt one relates
0,ever hollywood ca
0,one self insecure person need voice others degrading one intimidated
0,z job
0,y0 dk szz f3r0usi0s
0,think eminems video quotlove way liequot ft rihanna
0,timothy fishy arnold named arnold tv show hey arnold seen moviehaha
0,yes unfortunate
0,nevershoutnever video
0,idk haha p probably el torito least thats think lol
0,get cold sore really herpesr
0,taelin walker webb 3
0,famous duhh haha mean would rich cause famous hah commen sense
0,prefer drink morning
0,whats secret happiness
0,whats last thing ate
0,know drug addict
0,studying nurse working save world kindness 3
0,dumb
0,hello tabi school favorite old one new one
0,love
0,u know like whoo
0,ever seen goony yes character relate
0,come party tonightt
0,could star athlete sport sport would pick
0,mostly raised like act personally like way
0,parent turned light sister watch newest texas chainsaw masacare theater said went storebut didnt stayed torment usand thought really attacked something dad crawled window light made breaker tripand heard cracking floor noise kitchenabout shit pant hanger thought anyone anything itd mer course finally made around corner room light came back onnot much later nocking window like dumb crazy person movie wan na scream leaving window alone threw blind see dad face plastered window hand scaring half death awful mad dad like next 2 3 day hahaha cried yelled like 13 still hahhaa good
0,toasted cheese sandwich cheese coz dont
0,happiness complicated say yes like think
0,night like climb bed clean
0,bestfriend 3
0,current desktop picture
0,ikno bih
0,depends close time
0,hmm lol
0,like
0,follow
0,lol since really must knoo
0,nahhh
0,hahahahahah im replying
0,ugh r well okay cool like thanks rude doesnt help anything going get like sorry sound mean
0,could endless supply food would get
0,curse
0,would consider spoiled
0,beatles temptation
0,oh okay sorry
0,last time boyfriend got pulled license plate light owe fine didnt want deal crap didnt anything let u gothank goodness
0,something never want lose
0,wifey lol idk
0,hahahahahahahahahhahahaha lmao hahahahahah gosh
0,whosz niggaaa lol yes 3
0,ah griffen house
0,thats great hope thing work fine
0,everything
0,name song know lyric
0,siamese twin pay one ticket two ticket go movie concert
0,ideal dater
0,wrong getting daughter paint xens nail asleep
0,whats favorite silly band shape
0,whats kindest thing anyone ever done
0,greatr small chair like sitting lap
0,year amp 2 month
0,never
0,mine used used take 30 ish minute shower lately 15 20 minute shower im saving water yay
0,thanks
0,nope wanted one idk cause dont think id happy year oh well ill prolly never get like way
0,get quotkeep grassquot sign grass
0,think would cause mass hysteria
0,yuh got yer nosee piercedd
0,haha ok
0,hahahaha thankyou
0,say right cant
0,think people give one word answer nearly everything
0,always pray
0,doctor suddenly heart attack surgery would doctor work doctor patient
0,hemp bracelet sister made left wrist two favorite ring r earring toolets count 8 others
0,okay
0,noo
0,prefer blissfully unaware know going though may hurt know
0,k
0,nope cause wouldnt im awesome driver haha
0,yuh myk hoe orgasm oaaa hot fukk ppl tellen look lyk khlou00e8 kardashian n boob iz 38c dhats yuh want den im
0,worst concert went
0,telling someone dont love back ive tough say
0,wobble babi ovum da place
0,ever heart broken
0,know much peso would worth united state today
0,obsessed shiny thing
0,alot clothes yur house big omgee yur rich
0,whats longest youve ever gone without bath shower
0,could ask george w bush one question would
0,whats one way people commonly misspell name
0,really
0,always haha sorry didnt answer last night half asleep called
0,hows weather
0,empty
0,bad u stopped talking 2
0,person ever felt actually hated
0,look forward sleeping
0,ever done anything illegal
0,really haha
0,ohh reallu well feel want
0,ummm would went school didnt date haha
0,mouse come room night lol scare shit
0,want grow old grey
0,l
0,idk really think im alien
0,creepy people
0,ever fell guy
0,ever randomly busted dancing
0,wow
0,tell 5 fact
0,neither p
0,readwatched quota walk rememberquot
0,exactly lmao said heshe time ill text
0,sucky
0,ever swallowed object accident
0,sure
0,ahaha thanks kidd ndd yeah knoo reallyy huhtheeree soo stupidd scaredd sayy anythingg myy face
0,sorry thought one good questionwould break law save loved one
0,empty
0,u guy prefer jonas brother justin bieber
0,joined circus act would want perform
0,order survive 3 day need small meal nothing except pet monkey fry monkey
0,say goodbye town ear eye hear whispering walk familiar face smiling back knew would make change thing thats going bother youll call friend cant look eye one last time writing wall youve read ill gone call name know ill come running one night spare im meant please dont leave iu2019ve read story thousand time iu2019ll rewrite youu2019re meddling anger canu2019t control mean world hold serpent tongue whore lie worth dying ill take time thing thats going bother youll call friend cant look eye one last time writing wall youve read ill gone call name know ill come running one night spare im meant please dont leave walked house morning brought gun end table blood strewn across wall theyll find bathroom floor walked house morning brought gun end table blood strewn across wall theyll find bathroom floor im done write write write killed chance killed chance killed chance killed chance
0,22
0,u goin north
0,tomorrow
0,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah
0,finee yew ben
0,never mind better r soar throat r bleh
0,yes sister hahaha
0,think habit annoy people
0,underwear sock folded drawer thrown
0,beu03c4ter thu03b1n formspru03b9ng try
0,basicc information name age location grade
0,yumm justin bieber pdiddys son jdoir yummmhaha really celeb bhut yeah ampamp channing fckn tatumhaha oh damn
0,would
0,nope im actually picky date
0,spam spam
0,tell mi wat ya want mi ta
0,empty
0,prolly
0,hahahahahaha love everyone hahaha love kid im awesome
0,empty
0,youre reallly really pretty haha honestly
0,worst food youve eaten almost throw
0,room messy super neat
0,important quality person friend
0,many people revolve theyre life around cellulars pathetic really
0,yup one
0,find perfect guy
0,hmmidk many award kindness award kind achieved helping others id like
0,would rather kingor queen universe one year get want one year
0,would look sexy fuck shit
0,think like talk alotr really nice fun talk great friend isnt like
0,could eliminate one thing day bathroom never would
0,time
0,zombie 4sho
